claim_id,claimant_name,ssn,dob,injury_date,reported_date,injury_type,body_part,claim_status,adjuster_id,region,claim_amount,employee_id
CLM-01265,Samuel Turner,573-99-5537,07/03/1980,03/01/2025,2025-03-04,Laceration,Scalp,CLOSED,ADJ-15,Southern CA,1067.76,EMP-W-1664
CLM-01266,Justin Baker,391-77-3290,1962-05-04,23-FEB-2024,2024-02-27,Contusion,Thigh,CLOSED,ADJ-01,Central Valley,5064.87,EMP-W-1027
CLM-01267,Michael Young,534-15-0059,1982-07-17,22-SEP-2024,26-SEP-2024,Laceration,Forearm,CLOSED,ADJ-13,Southern CA,5964.24,EMP-W-1839
CLM-01268,Jenna Wilson,637-95-3771,1964-10-28,2024-05-02,2024-05-04,Strain,Neck,CLOSED,ADJ-15,Bay Area,11527.92,EMP-W-1749
CLM-01269,Matthew Perez,141-87-7031,04-NOV-1996,2025-01-26,2025-01-27,Laceration,Forearm,CLOSED,ADJ-15,Bay Area,2573.48,EMP-W-3888
CLM-01270,Desiree Tyler,069-45-9373,1982-02-02,2024-12-09,2024-12-14,Sprain,Wrist,CLOSED,ADJ-02,,5763.59,EMP-W-1262
CLM-01271,Yvonne Burns,799-59-4202,1992-08-18,2025-01-01,04-JAN-2025,Strain,Neck,CLOSED,ADJ-09,Sacramento,9624.69,EMP-W-1265
CLM-01272,David Stokes,620-58-8255,1981-03-19,2025-02-19,2025-02-22,Contusion,Thigh,CLOSED,ADJ-10,Northern CA,7444.57,EMP-W-2074
CLM-01273,Sherri Baker,752-46-0472,07/13/1968,2025-06-08,06/08/2025,Contusion,Hip,CLOSED,ADJ-08,Inland Empire,5530.73,EMP-W-1037
CLM-01274,Robert Woods,416-63-6999,21-JAN-1994,2024-02-26,2024-02-27,Burn,Arm,CLOSED,ADJ-04,Bay Area,24439.98,EMP-W-2394
CLM-01275,"Gonzalez, Tracey",443-70-8618,14-SEP-2006,02/06/2024,2024-02-08,Burn  ,Hand,CLOSED,ADJ-08,bay area,11215.28,EMP-W-2398
CLM-01276,Kim James,455-66-8436,1962-03-24,2024-08-20,2024-08-20,Fracture,Leg,CLOSED,ADJ-10,Central Valley,11629.36,EMP-W-2768
CLM-01277,Kevin Hernandez,584-90-3191,1991-12-02,04/25/2024,2024-04-27,Laceration,Hand,OPEN,ADJ-02,Northern CA,3842.41,EMP-W-2758
CLM-01278,Stephen Young,580-69-1740,09-SEP-1970,05/19/2024,05/21/2024,Fracture,Leg,CLOSED,ADJ-03,Bay Area,17954.58,EMP-W-2620
CLM-01279,Randy Smith,760-69-0404,1983-01-16,03/29/2024,2024-03-31,Strain,Neck,CLOSED,ADJ-08,Northern CA,7409.33,EMP-W-1594
CLM-01280,Tamara Riddle,031-10-4767,1969-12-15,2025-05-01,05/02/2025,Burn,Hand,CLOSED,ADJ-07,Northern CA,15171.18,EMP-W-1817
CLM-01281,Jessica Little,792-57-1792,1987-11-02,04/17/2024,2024-04-20,Strain,Lower Back,CLOSED,ADJ-13,Inland Empire,3649.2,EMP-W-4767
CLM-01282,Morgan Flynn,664-15-5053,1997-03-25,2025-05-05,05/21/2025,Contusion,Thigh,CLOSED,ADJ-13,unknown,4810.75,EMP-W-3239
CLM-01283,Mitchell Griffith,655-60-0816,2004-02-04,2025-01-09,2025-01-13,Strain,Neck,CLOSED,ADJ-08,Southern CA,9477.63,EMP-W-2165
CLM-01284,Paul Castaneda,239-83-0273,1971-01-29,2025-03-29,2025-04-03,Sprain,Wrist,OPEN,ADJ-10,Northern CA,4377.99,EMP-W-1161
CLM-01285,Cheryl Turner,506-36-2801,2000-05-12,2025-06-20,2025-06-25,Contusion,Thigh,CLOSED,ADJ-03,Bay Area,3425.7,EMP-W-3219
CLM-01286,Lori Guerrero,173-06-0224,21-MAY-1995,2024-05-16,2024-05-16,Sprain,Ankle,OPEN,ADJ-15,Sacramento,8904.21,EMP-W-1230
CLM-01287,Lindsey Walker,655-26-0325,1970-09-22,2024-10-27,10/30/2024,Burn,Face,OPEN,ADJ-09,Bay Area,10259.33,EMP-W-1163
CLM-01288,Jenna Bryant,832-34-2831,1987-08-28,18-JUN-2025,06/20/2025,Burn,Arm,CLOSED,ADJ-04,Sacramento,15619.02,EMP-W-2167
CLM-01289,Veronica Simpson,827-83-4540,1982-03-23,09/23/2024,2024-09-28,Burn,Hand,CLOSED,ADJ-11,Central Valley,7200.95,EMP-W-1272
CLM-01290,Sarah Sanchez,261-43-1075,07/25/1980,2024-04-13,2024-04-17,Laceration,Scalp,CLOSED,ADJ-04,Northern CA,4612.03,EMP-W-4654
CLM-01291,Jackie Morgan,671-71-7029,2004-05-02,08/11/2024,08/11/2024,Strain,Neck,CLOSED,ADJ-03,Bay Area,6883.01,EMP-W-4614
CLM-01292,Samantha Jacobs,521-78-4764,1978-01-18,2025-06-14,2025-06-15,Laceration,Scalp,CLOSED,ADJ-12,Southern CA,4519.58,EMP-W-3739
CLM-01293,Felicia Aguilar,327-08-5918,08/20/1963,2024-03-08,2024-03-11,Burn,Arm,CLOSED,ADJ-01,Central Valley,14171.22,EMP-W-1425
CLM-01294,Cynthia Mueller,177-98-9888,1974-10-24,2025-01-20,25-JAN-2025,Contusion,Thigh,CLOSED,ADJ-07,Southern CA,6099.11,EMP-W-2196
CLM-01295,Douglas Vasquez,248-72-0469,10/12/1965,2024-12-21,12/22/2024,Strain,Lower Back,CLOSED,ADJ-11,Sacramento,8094.31,EMP-W-2031
CLM-01296,Mariah Robles,432-18-5490,1999-07-06,2025-06-12,2025-06-15,Laceration,Scalp,OPEN,ADJ-09,Sacramento,6147.8,EMP-W-2132
CLM-01297,Tracy Wells,215-44-3719,1965-11-13,16-JUN-2024,2024-06-20,Burn,Arm,CLOSED,ADJ-02,Bay Area,22072.78,EMP-W-2851
CLM-01298,Kari Sandoval,673-46-9439,14-JUN-1963,2025-01-01,01/03/2025,Strain,Lower Back,CLOSED,ADJ-12,Inland Empire,6689.54,EMP-W-4434
CLM-01299,Susan Murray MD,826-86-5636,1969-01-07,2024-07-25,07/25/2024,Strain,Neck,CLOSED,ADJ-09,Central Valley,7641.07,EMP-W-1257
CLM-01300,Stacy Fitzgerald,599-30-5312,1967-11-05,2025-02-28,03/01/2025,Fracture,Wrist,OPEN,ADJ-06,Inland Empire,24562.63,EMP-W-3323
CLM-01301,Willie Duncan,467-26-4055,1991-07-24,2024-05-24,2024-05-29,Contusion,Shoulder,CLOSED,ADJ-04,Inland Empire,5065.06,EMP-W-4678
CLM-01302,Cassandra Gaines,257-50-1565,1971-01-07,2024-05-11,2024-05-16,Sprain,Ankle,CLOSED,ADJ-11,Inland Empire,6845.8,EMP-W-1038
CLM-01303,Scott Stewart,402-21-0232,07/22/2001,2024-08-05,2024-08-05,Sprain,Knee,CLOSED,ADJ-15,Southern CA,3711.39,EMP-W-3335
CLM-01304,Christopher Farrell,076-56-8095,1965-07-02,2025-06-24,2025-06-24,Laceration,Hand,OPEN,ADJ-07,Sacramento,3927.45,EMP-W-4731
CLM-01305,Pamela Davis,848-68-9111,07/27/1997,12/12/2024,2024-12-15,Burn,Face,CLOSED,ADJ-01,Northern CA,12857.81,EMP-W-4608
CLM-01306,Molly Watts,880-87-2372,1999-02-04,2024-01-21,2024-01-22,Fracture,Arm,CLOSED,ADJ-06,Inland Empire,11650.65,EMP-W-1565
CLM-01307,Brian Fitzgerald,736-43-4798,08/24/2001,2024-07-14,07/14/2024,Fracture,Hand,CLOSED,ADJ-01,Bay Area,17951.36,EMP-W-1502
CLM-01308,Theresa Torres,703-84-2569,06-SEP-2006,20-JUN-2024,2024-06-21,Sprain,Ankle,OPEN,ADJ-04,Sacramento,7565.49,EMP-W-2249
CLM-01309,Nathan Maldonado,600-62-7925,07/17/1969,06/08/2024,2024-06-13,Burn,Arm,CLOSED,ADJ-10,Inland Empire,15838.04,EMP-W-1034
CLM-01310,Michael Bowen,695-83-1757,1983-04-15,07/15/2024,07/18/2024,Contusion,Hip,CLOSED,ADJ-12,Northern CA,4567.31,EMP-W-1993
CLM-01311,Scott Thomas,017-53-2410,2007-12-19,04/16/2024,2024-04-18,Contusion,Shoulder,CLOSED,ADJ-12,Central Valley,3693.8,EMP-W-1339
CLM-01312,Kelly Haynes,599-15-7663,19-AUG-2002,2024-01-31,2024-02-04,Strain,Shoulder,CLOSED,ADJ-01,Northern CA,8981.25,EMP-W-1908
CLM-01313,Rose Mcdonald,130-50-5567,11/01/1965,2024-06-26,2024-07-01,Fracture,Arm,CLOSED,ADJ-04,Sacramento,16970.5,EMP-W-3937
CLM-01314,Jeremy Hunter,840-80-2550,1972-02-17,2024-11-20,2024-11-23,Laceration,Forearm,CLOSED,ADJ-01,Central Valley,3686.6,EMP-W-3258
CLM-01315,Ryan Mcmahon,797-62-1867,1963-04-18,2025-02-08,2025-02-10,Contusion,Hip,CLOSED,ADJ-05,Southern CA,4455.02,EMP-W-2997
CLM-01316,"Salazar, Linda",368-18-9255,1996-06-06,2024-05-24,2024-05-28,SPRAIN,Knee,CLOSED,ADJ-03,northern ca,5683.89,EMP-W-4285
CLM-01317,Linda Smith,326-07-0170,1973-07-19,06/29/2024,2024-06-29,Fracture,Wrist,OPEN,ADJ-08,Southern CA,10251.66,EMP-W-1334
CLM-01318,Samantha Cohen,654-45-0906,01/14/1973,2024-04-13,2024-04-16,Contusion,Hip,OPEN,ADJ-06,Southern CA,5282.86,EMP-W-2974
CLM-01319,Terry Woods,305-81-1128,12/21/1997,06/28/2024,2024-06-29,Contusion,Shoulder,CLOSED,ADJ-11,Southern CA,5947.85,EMP-W-3196
CLM-01320,Richard Reyes,177-10-0795,1982-10-20,05/21/2024,2024-05-24,Sprain,Wrist,OPEN,ADJ-13,Inland Empire,7803.13,EMP-W-2522
CLM-01321,Scott Thomas,103-32-4007,1980-07-28,2025-02-15,19-FEB-2025,Laceration,Scalp,OPEN,ADJ-07,Sacramento,3699.16,EMP-W-1339
CLM-01322,Deborah Johnson,816-31-2848,08/11/1963,2025-01-19,01/19/2025,Sprain,Knee,OPEN,ADJ-13,Bay Area,4312.17,EMP-W-4278
CLM-01323,Jamie Mayer,252-95-6233,2002-04-23,20-JUN-2024,2024-06-20,Burn,Face,CLOSED,ADJ-01,Sacramento,16098.25,EMP-W-3989
CLM-01324,Eric Graham,013-60-8361,2001-10-13,10/10/2024,11-OCT-2024,Strain,Neck,CLOSED,ADJ-10,,8240.14,EMP-W-3421
CLM-01325,Kristin Huerta,724-40-7965,1990-08-14,03/28/2025,2025-04-26,Burn,Face,OPEN,ADJ-11,Northern CA,7695.04,EMP-W-2146
CLM-01326,Antonio Nichols,445-31-4408,1999-08-13,2024-08-15,2024-08-17,Contusion,Thigh,CLOSED,ADJ-01,Southern CA,4769.77,EMP-W-3672
CLM-01327,Victor Edwards,374-04-8735,2002-09-30,2024-05-08,2024-05-08,Burn,Hand,OPEN,ADJ-04,Bay Area,10530.76,EMP-W-1853
CLM-01328,Jonathan Torres,329-14-2955,1976-03-17,08-JAN-2024,2024-01-08,Burn,Face,OPEN,ADJ-01,unknown,22874.54,EMP-W-4857
CLM-01329,Anna Walker,266-47-6887,2002-09-01,2025-01-18,2025-01-18,Laceration,Scalp,OPEN,ADJ-04,Southern CA,3730.55,EMP-W-2215
CLM-01330,Janet Shelton,511-11-3872,1991-05-09,2025-03-30,2025-04-03,Burn,Arm,OPEN,ADJ-02,Central Valley,6947.77,EMP-W-3029
CLM-01331,Chris Jones,457-94-1906,15-APR-2008,2024-10-21,2024-10-21,Sprain,Knee,CLOSED,ADJ-13,Northern CA,11288.2,EMP-W-4506
CLM-01332,Amy Ramirez,774-87-8209,1995-07-10,2025-06-23,06/26/2025,Sprain,Ankle,OPEN,ADJ-10,Bay Area,6204.99,EMP-W-1939
CLM-01333,Karen Wolf,426-97-2317,1990-06-06,03/18/2024,03/21/2024,Sprain,Knee,OPEN,ADJ-14,Sacramento,5870.46,EMP-W-4250
CLM-01334,Eric Graham,382-47-8101,1975-08-01,2025-03-25,03/28/2025,Fracture,Hand,CLOSED,ADJ-03,Sacramento,22064.68,EMP-W-3421
CLM-01335,Jennifer Moss,684-49-1128,1982-01-04,2025-05-26,2025-05-28,Contusion,Thigh,CLOSED,ADJ-11,Southern CA,4005.91,EMP-W-2597
CLM-01336,Barbara Hester,305-51-6247,1973-06-08,2024-06-27,2024-07-01,Contusion,Shoulder,OPEN,ADJ-11,Bay Area,6500.87,EMP-W-1554
CLM-01337,Marie Reynolds,507-55-3356,1976-04-29,2024-05-23,05/26/2024,Burn,Arm,CLOSED,ADJ-07,Inland Empire,7768.83,EMP-W-4288
CLM-01338,Isaac Chase,616-51-8715,1990-02-23,2025-06-03,06/17/2025,Strain,Neck,CLOSED,ADJ-03,Central Valley,6393.93,EMP-W-3960
CLM-01339,Laura Griffin,023-28-6184,1998-12-22,2024-05-02,2024-05-02,Sprain,Knee,CLOSED,ADJ-12,Central Valley,5604.41,EMP-W-1766
CLM-01340,Richard Smith,799-91-9730,12-MAR-1969,09-SEP-2024,2024-09-14,Laceration,Forearm,OPEN,ADJ-15,Sacramento,6215.99,EMP-W-2459
CLM-01341,Shannon Green,678-83-2748,1994-04-20,2025-01-31,2025-02-01,Laceration,Hand,OPEN,ADJ-15,Northern CA,2102.04,EMP-W-2062
CLM-01342,Mark Perez,175-17-8415,1972-02-21,03/12/2024,2024-03-13,Contusion,Hip,CLOSED,ADJ-12,Northern CA,4901.81,EMP-W-1054
CLM-01343,Tammy Hill,539-79-8531,2006-02-12,2024-07-09,2024-07-14,Sprain,Ankle,OPEN,ADJ-09,Northern CA,2956.1,EMP-W-2789
CLM-01344,Susan Davis,259-74-7817,1980-11-06,2024-09-14,2024-09-17,Fracture,Wrist,CLOSED,ADJ-11,Northern CA,11625.24,EMP-W-1598
CLM-01345,Jennifer Woodard,596-79-7354,12-DEC-2003,2024-05-28,21-JUN-2024,Laceration,Forearm,CLOSED,ADJ-08,Northern CA,6275.79,EMP-W-3368
CLM-01346,Daniel Wood,615-08-5173,1972-06-08,23-JUL-2024,2024-07-24,Sprain,Wrist,CLOSED,ADJ-11,Southern CA,7277.95,EMP-W-4722
CLM-01347,Timothy Duncan,890-18-1745,1994-10-31,2024-07-15,2024-07-15,Contusion,Thigh,OPEN,ADJ-14,Central Valley,6691.43,EMP-W-1057
CLM-01348,Troy Glenn,128-15-4574,1998-08-21,2025-01-20,01/23/2025,Strain,Lower Back,CLOSED,ADJ-11,Central Valley,5281.91,EMP-W-3508
CLM-01349,Bridget Carter,883-32-1552,23-MAR-1989,2024-11-16,2024-11-16,Strain,Neck,CLOSED,ADJ-11,Central Valley,6835.63,EMP-W-4726
CLM-01350,Anna Valenzuela,205-13-2756,2002-01-18,01/25/2025,2025-01-30,Burn,Face,CLOSED,ADJ-14,Bay Area,20748.4,EMP-W-3996
CLM-01351,Jessica Mcdonald,473-47-5774,1991-12-29,2024-05-21,2024-05-22,Sprain,Wrist,CLOSED,ADJ-02,unknown,9870.05,EMP-W-3469
CLM-01352,Brent Jordan,539-89-9667,2005-07-30,2025-04-06,2025-04-10,Burn,Arm,CLOSED,ADJ-15,Southern CA,24077.15,EMP-W-1059
CLM-01353,Joseph Smith,437-64-5703,04/17/1974,09/18/2024,2024-09-23,Contusion,Shoulder,CLOSED,ADJ-05,Northern CA,5598.23,EMP-W-4007
CLM-01354,Kimberly Myers,593-05-0744,1982-08-04,11/30/2024,2024-12-09,Laceration,Scalp,CLOSED,ADJ-15,Northern CA,3570.34,EMP-W-1871
CLM-01355,Steven Martinez,706-78-0923,12/23/1977,2024-09-27,2024-10-01,Sprain,Knee,OPEN,ADJ-06,Central Valley,9399.65,EMP-W-3329
CLM-01356,Jose Crawford,488-87-2677,2002-05-22,01/19/2025,2025-01-31,Contusion,Hip,CLOSED,ADJ-10,Northern CA,4891.5,EMP-W-1679
CLM-01357,Michael Robertson,494-36-3569,2002-07-20,08/25/2024,08/25/2024,Contusion,Shoulder,CLOSED,ADJ-04,Central Valley,4231.36,EMP-W-3251
CLM-01358,Eric Jordan,648-20-2384,1983-05-22,11-MAR-2024,2024-03-28,Fracture,Leg,CLOSED,ADJ-15,Inland Empire,11295.35,EMP-W-4187
CLM-01359,Daniel Shaw,839-91-2986,1974-04-01,2024-04-10,2024-04-13,Fracture,Hand,CLOSED,ADJ-05,Central Valley,18972.83,EMP-W-4786
CLM-01360,Kevin Walters,12-345-678,1998-05-07,25-MAR-2024,2024-03-30,Laceration,Scalp,CLOSED,ADJ-12,Sacramento,3942.06,EMP-W-1243
CLM-01361,Jeremy Smith,240-13-5144,1987-12-23,2024-09-24,09/25/2024,Contusion,Hip,OPEN,ADJ-08,Inland Empire,7563.34,EMP-W-3579
CLM-01362,Vincent Savage,223-07-9882,1977-12-15,2024-01-30,2024-02-04,Sprain,Knee,OPEN,ADJ-06,Inland Empire,3606.25,EMP-W-3207
CLM-01363,Danielle Hernandez,009-99-7706,02/22/2002,2024-08-12,13-AUG-2024,Strain,Neck,CLOSED,ADJ-15,Inland Empire,2206.43,EMP-W-3807
CLM-01364,"Johnson, Erica",472-62-3084,1983-10-29,2024-06-26,2024-06-29,SPRAIN,Wrist,OPEN,ADJ-12,southern ca,5972.83,EMP-W-1961
CLM-01365,Claudia Brown,710-18-1983,1994-01-18,05-MAY-2024,05/09/2024,Contusion,Hip,OPEN,ADJ-06,Inland Empire,2577.81,EMP-W-4341
CLM-01366,Chelsea Nguyen,673-29-4813,1962-03-24,09/06/2024,2024-09-06,Strain,Lower Back,CLOSED,ADJ-08,Inland Empire,7748.73,EMP-W-1783
CLM-01367,"Coleman, Maria",724-24-5008,06/27/1970,2024-08-02,2024-08-07,Fracture  ,Wrist,OPEN,ADJ-12,inland empire,10065.86,EMP-W-2055
CLM-01368,Allen Stanley,752-31-7109,1982-09-28,2024-04-12,2024-04-16,Strain,Neck,CLOSED,ADJ-05,Southern CA,9690.34,EMP-W-4137
CLM-01369,Justin Torres,316-02-1543,1998-07-03,04/20/2024,2024-04-24,Strain,Shoulder,CLOSED,ADJ-07,Sacramento,10520.13,EMP-W-1219
CLM-01370,Karen Gomez,103-84-5080,1981-03-18,2024-11-20,12/15/2024,Contusion,Shoulder,OPEN,ADJ-09,Central Valley,3843.24,EMP-W-2365
CLM-01371,Edward Arroyo,275-22-4859,1999-01-29,2024-03-11,11-MAR-2024,Fracture,Hand,OPEN,ADJ-04,Central Valley,25702.73,EMP-W-2354
CLM-01372,Mr. Scott Miller,894-35-2545,01/07/2007,29-AUG-2024,2024-08-31,Burn,Hand,OPEN,ADJ-08,Inland Empire,23401.15,EMP-W-3085
CLM-01373,Lindsey Walker,685-04-2578,1980-06-26,2024-08-17,2024-08-31,Burn,Hand,CLOSED,ADJ-15,Central Valley,17649.51,EMP-W-1163
CLM-01374,Ashley Norman,251-97-6027,1961-12-18,2024-08-10,08/12/2024,Sprain,Wrist,OPEN,ADJ-07,Sacramento,7721.35,EMP-W-4937
CLM-01375,Brian Rodriguez,317-64-5760,1974-07-23,2024-02-01,2024-02-04,Sprain,Ankle,OPEN,ADJ-11,Northern CA,5661.57,EMP-W-1092
CLM-01376,Anthony Jones,096-88-0915,1996-01-27,2025-02-04,02/04/2025,Sprain,Ankle,CLOSED,ADJ-14,Bay Area,6112.06,EMP-W-1711
CLM-01377,James Gilbert,845-23-6317,1966-08-23,20-MAR-2024,2024-03-22,Laceration,Forearm,OPEN,ADJ-01,Sacramento,4749.78,EMP-W-4335
CLM-01378,Lynn Hoffman,684-10-0446,2005-03-21,2025-04-28,2025-05-02,Fracture,Leg,CLOSED,ADJ-12,Northern CA,20289.01,EMP-W-4670
CLM-01379,Douglas Oliver,598-85-6938,2002-04-16,2024-12-08,2024-12-13,Laceration,Scalp,OPEN,ADJ-03,Northern CA,2488.6,EMP-W-4021
CLM-01380,Brittany Fitzgerald,178-22-9337,1985-01-28,2024-05-28,2024-06-06,Sprain,Ankle,CLOSED,ADJ-02,Sacramento,9493.22,EMP-W-4547
CLM-01381,Jamie Mayer,240-30-8803,1987-07-30,2024-11-26,2024-11-29,Strain,Neck,CLOSED,ADJ-08,Sacramento,7030.47,EMP-W-3989
CLM-01382,Amy Dougherty,130-36-2438,06/22/1981,2024-04-27,2024-04-30,Fracture,Leg,CLOSED,ADJ-11,Northern CA,25202.8,EMP-W-2892
CLM-01383,Benjamin Miller,264-27-7744,09/15/1986,01/12/2024,13-JAN-2024,Laceration,Hand,CLOSED,ADJ-10,Bay Area,3209.3,EMP-W-4269
CLM-01384,Christopher Hill,105-95-8632,05/29/1987,2024-05-31,31-MAY-2024,Burn,Hand,CLOSED,ADJ-14,Inland Empire,15761.61,EMP-W-2458
CLM-01385,Laura Griffin,568-43-5629,1962-11-18,2024-04-28,2024-04-30,Laceration,Forearm,CLOSED,ADJ-11,Sacramento,2252.01,EMP-W-1766
CLM-01386,Darlene Collins,000000000,1978-05-23,2024-03-26,2024-04-16,Burn,Face,OPEN,ADJ-01,Inland Empire,26355.41,EMP-W-4485
CLM-01387,Lydia Howard,415-43-0735,1979-01-23,2024-04-05,2024-04-07,Strain,Shoulder,CLOSED,ADJ-11,Central Valley,7339.99,EMP-W-2813
CLM-01388,Matthew Murphy,564-66-7461,1975-11-28,2024-02-04,2024-02-07,Strain,Neck,CLOSED,ADJ-13,Central Valley,10705.86,EMP-W-4874
CLM-01389,Virginia Clark,419-90-1745,1992-08-08,04/24/2024,2024-04-29,Laceration,Forearm,OPEN,ADJ-14,Inland Empire,3881.49,EMP-W-4403
CLM-01390,Micheal Perkins,718-83-0365,1990-12-11,03/31/2025,2025-04-01,Laceration,Forearm,OPEN,ADJ-03,Northern CA,5946.12,EMP-W-3022
CLM-01391,Jenna Wilson,599-07-1393,1979-03-20,07/08/2024,2024-07-12,Sprain,Wrist,CLOSED,ADJ-01,Northern CA,6336.83,EMP-W-1749
CLM-01392,Andrew Meyers,637-57-1345,1966-12-18,01/18/2025,01/19/2025,Sprain,Wrist,CLOSED,ADJ-01,Bay Area,9471.81,EMP-W-2539
CLM-01393,Eric Taylor,027-98-3521,1997-02-04,06/12/2025,2025-06-29,Contusion,Shoulder,CLOSED,ADJ-12,Sacramento,3665.89,EMP-W-1965
CLM-01394,Elizabeth Nichols,267-92-7341,06/12/1968,01/01/2024,2024-01-06,Strain,Neck,CLOSED,ADJ-05,Bay Area,6385.09,EMP-W-4052
CLM-01395,Justin Anderson,345-51-7872,1985-11-10,16-MAY-2024,16-MAY-2024,Burn,Hand,CLOSED,ADJ-06,Sacramento,12885.9,EMP-W-4850
CLM-01396,Paul Willis,429-56-5338,1961-06-20,2024-11-15,2024-11-16,Strain,Neck,CLOSED,ADJ-10,Southern CA,7061.5,EMP-W-3343
CLM-01397,Jessica Larsen,377-79-7127,2000-08-16,2024-03-02,2024-03-02,Laceration,Scalp,CLOSED,ADJ-05,Central Valley,3095.83,EMP-W-2263
CLM-01398,Sandra Torres,183-72-7122,05/16/1966,07-MAR-2024,2024-03-08,Fracture,Leg,CLOSED,ADJ-04,Southern CA,28164.95,EMP-W-2957
CLM-01399,Sandra Smith,893-91-8037,1990-07-30,06/10/2025,06/14/2025,Sprain,Knee,CLOSED,ADJ-01,Central Valley,7168.86,EMP-W-4505
CLM-01400,Stephanie Cole,331-66-5748,26-JUN-1976,2025-04-06,2025-04-11,Laceration,Forearm,OPEN,ADJ-04,Southern CA,5900.13,EMP-W-4175
CLM-01401,Katherine Mccormick,020-93-1386,12/11/1962,01/07/2024,01/08/2024,Contusion,Hip,CLOSED,ADJ-05,Bay Area,7438.43,EMP-W-4531
CLM-01402,Lauren Green,890-91-8024,1992-09-29,22-FEB-2025,2025-02-25,Sprain,Ankle,OPEN,ADJ-10,Central Valley,7623.16,EMP-W-1929
CLM-01403,Christian Park,359-68-6162,1993-10-11,2025-05-21,2025-05-23,Burn,Arm,CLOSED,ADJ-15,Central Valley,13737.8,EMP-W-3221
CLM-01404,Joseph Cooper,050-28-6346,1983-10-03,2024-03-13,2024-03-18,Burn,Arm,CLOSED,ADJ-08,Inland Empire,12205.08,EMP-W-2024
CLM-01405,Bridget Carter,425-19-0846,08-SEP-1974,2025-06-23,06/23/2025,Fracture,Hand,CLOSED,ADJ-04,Southern CA,15453.87,EMP-W-9999
CLM-01406,Steven Griffith,766-55-3533,1978-09-24,2024-03-07,03/10/2024,Laceration,Forearm,OPEN,ADJ-06,Southern CA,3422.51,EMP-W-2857
CLM-01407,Laura Bush,228-48-7205,2007-09-18,02/15/2024,2024-02-19,Sprain,Ankle,CLOSED,ADJ-13,Sacramento,4250.61,EMP-W-9999
CLM-01408,Nancy Smith,432-12-7812,09/19/1964,30-SEP-2024,2024-10-02,Sprain,Knee,CLOSED,ADJ-01,Central Valley,6488.38,EMP-W-3696
CLM-01409,Caitlin Ford,460-29-2033,1991-11-06,11/07/2024,2024-11-08,Contusion,Hip,OPEN,ADJ-07,Sacramento,5503.7,EMP-W-4703
CLM-01410,Lauren Carson,522-79-9082,08/31/2002,11/10/2024,2024-11-11,Burn,Hand,CLOSED,ADJ-11,Sacramento,12918.21,EMP-W-1317
CLM-01411,Samantha Robertson,457-96-7532,09/24/1978,07/11/2024,2024-07-16,Sprain,Wrist,OPEN,ADJ-07,Bay Area,4388.9,EMP-W-9999
CLM-01412,Craig Wagner,364-11-5049,2002-01-27,2025-03-15,2025-03-17,Burn,Hand,OPEN,ADJ-02,Sacramento,21295.59,EMP-W-4558
CLM-01413,Manuel Brock,456-45-3273,1981-09-30,2024-11-28,2024-11-28,Strain,Shoulder,CLOSED,ADJ-13,Northern CA,10930.28,EMP-W-1742
CLM-01414,Jeanette Brown,585-36-0549,1989-04-19,05/01/2025,2025-05-01,Sprain,Wrist,OPEN,ADJ-07,Southern CA,1284.64,EMP-W-4239
CLM-01415,Mariah Thompson,382-51-5851,11/30/1995,01/05/2025,2025-01-05,Contusion,Thigh,OPEN,ADJ-04,Inland Empire,3187.51,EMP-W-2399
CLM-01416,Candace Stuart,185-26-2133,22-JUN-1989,2024-02-25,28-FEB-2024,Contusion,Shoulder,CLOSED,ADJ-03,Inland Empire,5959.9,EMP-W-3957
CLM-01417,Edward Jenkins,835-40-9584,2006-10-06,2024-12-30,2024-12-30,Strain,Neck,OPEN,ADJ-01,Northern CA,5154.34,EMP-W-1938
CLM-01418,Elizabeth Sanders,767-58-4534,21-OCT-1988,14-SEP-2024,2024-09-14,Burn,Hand,CLOSED,ADJ-11,Northern CA,16071.95,EMP-W-2000
CLM-01419,Thomas Rodriguez,437-10-5112,04/25/1982,05/27/2025,2025-05-30,Laceration,Forearm,CLOSED,ADJ-11,Sacramento,3350.29,EMP-W-4793
CLM-01420,Jonathan Clark,561-19-0260,1986-11-02,2025-04-24,04/25/2025,Contusion,Shoulder,CLOSED,ADJ-12,unknown,5418.86,EMP-W-2384
CLM-01421,Courtney Hayes,004-94-2957,2000-07-17,2024-02-24,2024-02-24,Sprain,Wrist,CLOSED,ADJ-01,Central Valley,4819.22,EMP-W-1452
CLM-01422,Victor Brown,722-24-8133,1990-03-28,2024-04-21,2024-04-25,Burn,Arm,CLOSED,ADJ-05,Inland Empire,15701.66,EMP-W-1348
CLM-01423,Justin Perez,293-03-5170,1980-05-25,2025-05-25,06/03/2025,Fracture,Arm,CLOSED,ADJ-03,Central Valley,21077.73,EMP-W-4510
CLM-01424,Jeffrey Benton Jr.,859-62-3965,2003-11-14,2024-12-10,2024-12-13,Burn,Face,CLOSED,ADJ-04,Northern CA,2690.17,EMP-W-4992
CLM-01425,Robert Hopkins,548-55-2863,1972-01-19,03/05/2024,2024-03-06,Laceration,Scalp,CLOSED,ADJ-03,Sacramento,5590.53,EMP-W-3083
