employee_id,full_name,job_class,hire_date,annual_wage,employer_id
EMP-W-2067,Yolanda Green,Supervisor,03/31/2010,42704,EMP-137
EMP-W-2068,James Johnson,Supervisor,2023-03-31,70190,EMP-136
EMP-W-2069,Laura Lee,Warehouse,02/19/2018,88012,EMP-131
EMP-W-2070,Courtney Nichols,Welder ,2000-03-11,60607,EMP-111
EMP-W-2071,Susan Powers,Laborer,07/06/2002,58456,EMP-105
EMP-W-2072,Sarah Pittman,Warehouse,12/28/2021,41936,EMP-138
EMP-W-2073,Catherine Davis,Laborer,2014-09-12,57872,EMP-133
EMP-W-2074,David Stokes,Laborer,01/26/2003,33329,EMP-121
EMP-W-2075,Catherine Frazier,Machinist,2015-06-23,45568,EMP-121
EMP-W-2076,Brandon Kelly,Supervisor,2016-07-20,66082,EMP-103
EMP-W-2077,Elizabeth French,Machinist,2023-07-12,85742,EMP-137
EMP-W-2078,David Carter,Driver,2018-02-27,112565,EMP-133
EMP-W-2079,Julie Delacruz,Driver,2008-02-22,51441,EMP-123
EMP-W-2080,Terry Jones,Driver,10/07/2006,87835,EMP-121
EMP-W-2081,Kathryn Dillon,Supervisor,12/22/2010,66387,EMP-108
EMP-W-2082,Edwin Brown,Office,2017-06-12,59277,EMP-131
EMP-W-2083,Brenda Gonzalez,Machinist,2010-04-12,69786,EMP-135
EMP-W-2084,Keith Knox,Warehouse,2008-07-03,63114,EMP-137
EMP-W-2085,Eugene Baldwin,Office,2016-08-24,63987,EMP-119
EMP-W-2086,Katherine Welch,Machinist,2011-04-20,54650,EMP-111
EMP-W-2087,Mark Smith,Office,06-JUN-2024,36834,EMP-136
EMP-W-2088,Philip Jackson,Machinist,2023-01-22,34214,EMP-138
EMP-W-2089,Katherine Gallagher,Warehouse,03/28/2010,73758,EMP-136
EMP-W-2090,Lucas Schultz,Construction,04-NOV-2019,57019,EMP-109
EMP-W-2091,Vincent Reyes,Driver,08/28/2009,51270,EMP-115
EMP-W-2092,Curtis Watson,Supervisor,2008-12-14,62153,EMP-110
EMP-W-2093,Frank Whitaker,Supervisor,2020-07-13,76308,EMP-128
EMP-W-2094,Michael Sims,Welder,01-JAN-2024,65246,EMP-113
EMP-W-2095,Michael Cooper,Driver,26-APR-2013,50191,EMP-122
EMP-W-2096,James Chapman,Driver,2012-12-30,84073,EMP-100
EMP-W-2097,Rodney Evans,Office,2022-05-09,90425,EMP-128
EMP-W-2098,Nicholas Carlson,Machinist,08-SEP-2005,70902,EMP-126
EMP-W-2099,Stephen Cowan,Office,24-MAY-2002,79525,EMP-122
EMP-W-2100,Steven Howard,Driver,2007-09-04,84355,EMP-130
EMP-W-2101,Travis Hull,Machinist,2014-05-24,82341,EMP-128
EMP-W-2102,Darryl Acosta,Laborer,2021-03-16,73053,EMP-118
EMP-W-2103,Nicholas Lawrence,Supervisor,12-AUG-2023,72770,EMP-116
EMP-W-2104,Jacob Santos,Driver,2019-10-25,71353,EMP-121
EMP-W-2105,Shawn Scott,Office,2016-11-17,42247,EMP-110
EMP-W-2106,Amber Vang,Driver,23-FEB-2021,74613,EMP-121
EMP-W-2107,Martha Smith,Laborer,2002-11-09,37595,EMP-127
EMP-W-2108,Jennifer James,Office,2017-02-09,47697,EMP-110
EMP-W-2109,Kara Hernandez,Driver,2022-02-09,85464,EMP-121
EMP-W-2110,Lorraine Turner,Warehouse,2015-04-17,77123,EMP-126
EMP-W-2111,Mary Nelson,Welder,2000-04-13,88773,EMP-118
EMP-W-2112,Breanna Rivas,Warehouse,2011-03-04,57109,EMP-106
EMP-W-2113,Nathan Wilson,Office,04/14/2022,41259,EMP-136
EMP-W-2114,Brian Gonzalez,Machinist,2002-06-28,57672,EMP-103
EMP-W-2115,Dennis Mills,Laborer,2008-04-29,63836,EMP-127
EMP-W-2116,Michael Phillips,Welder,2020-07-31,63421,EMP-138
EMP-W-2117,Jon Clark,Warehouse,2002-12-19,82406,EMP-106
EMP-W-2118,Erin Smith,Warehouse,2023-05-11,55497,EMP-110
EMP-W-2119,Susan Conley,Driver,2011-06-03,68336,EMP-130
EMP-W-2120,Brittany Davis,Welder,2019-05-01,44204,EMP-125
EMP-W-2121,Misty Garcia,Construction,2003-05-22,70105,EMP-116
EMP-W-2122,David Hinton,Office,2020-06-03,62055,EMP-111
EMP-W-2123,John Garcia,Office,11/14/2007,48503,EMP-123
EMP-W-2124,Andrew Roberts,construction,02/22/2016,57755,EMP-102
EMP-W-2125,Emily Rodgers,Construction,09/13/2012,58684,EMP-129
EMP-W-2126,Peter Williams,Warehouse,2012-09-11,57137,EMP-117
EMP-W-2127,Mary Jackson,Machinist,2021-09-30,93884,EMP-106
EMP-W-2128,Jeffrey Howell,Supervisor,08/31/2020,60227,EMP-134
EMP-W-2129,Anna Briggs,Warehouse ,2005-12-10,57609,EMP-135
EMP-W-2130,James Rivers,Office,2021-10-10,28000,EMP-133
EMP-W-2131,James Jefferson,Construction,2005-09-25,45904,EMP-136
EMP-W-2132,Mariah Robles,Construction,10-DEC-2013,57264,EMP-119
EMP-W-2133,Michael Brown,Office,2020-12-20,49654,EMP-102
EMP-W-2134,Caitlin Perry,Machinist,2001-12-27,86870,EMP-107
EMP-W-2135,Rebekah Gregory,Machinist,14-MAY-2004,59031,EMP-110
EMP-W-2136,James Howard,Warehouse,2015-01-03,85191,EMP-108
EMP-W-2137,Michael Roberson,Office,2022-08-06,63110,EMP-105
EMP-W-2138,Bianca Knapp,Warehouse,2004-12-24,62670,EMP-109
EMP-W-2139,Jason Williams,Supervisor,10-DEC-2012,60401,EMP-104
EMP-W-2140,Ernest Bush,Office,2020-08-10,62068,EMP-135
EMP-W-2141,Patricia Ray,Supervisor,2006-09-08,92938,EMP-117
EMP-W-2142,Vanessa Santiago,Construction,2001-03-14,28000,EMP-100
EMP-W-2143,Joseph Haynes,Office,2001-01-26,28000,EMP-107
EMP-W-2144,Matthew Wright,Machinist,2005-12-02,52222,EMP-109
EMP-W-2145,Michael Cruz,Driver,01/07/2020,62261,EMP-136
EMP-W-2146,Kristin Huerta,Welder,2019-12-25,74421,EMP-134
EMP-W-2147,Mason Moore,office,2009-02-01,70515,EMP-116
EMP-W-2148,Sarah Booth,Construction,2007-05-01,55083,EMP-136
EMP-W-2149,John Allen,Laborer,2003-04-17,80342,EMP-111
EMP-W-2150,Amber Walker,Office,2012-02-27,80543,EMP-109
EMP-W-2151,Jennifer Young,Laborer,06/29/2006,65313,EMP-125
EMP-W-2152,Robert West,warehouse,2009-08-22,79327,EMP-103
EMP-W-2153,Jillian Wilson,Welder,2003-03-13,66907,EMP-123
EMP-W-2154,Matthew Garcia MD,Supervisor,2023-08-09,51893,EMP-119
EMP-W-2155,April Davis,Welder,2010-07-25,74560,EMP-131
EMP-W-2156,Lisa Torres,Warehouse,2020-02-08,63991,EMP-108
EMP-W-2157,Christine Powers,Construction,2011-01-12,62024,EMP-120
EMP-W-2158,Heidi Brown,Office,06/04/2012,88513,EMP-138
EMP-W-2159,Jesse Castro,warehouse,2020-07-04,28000,EMP-128
EMP-W-2160,Kara Sandoval,Office,2015-01-11,36481,EMP-131
EMP-W-2161,Ashley Malone,Supervisor,2001-05-05,40632,EMP-103
EMP-W-2162,Glenn Gallegos,Machinist,2001-05-25,55461,EMP-104
EMP-W-2163,Dorothy Boyd,Office,2010-07-22,57417,EMP-108
EMP-W-2164,Amber Martin,Laborer,12/29/2000,34868,EMP-111
EMP-W-2165,Mitchell Griffith,Warehouse,11/12/2015,44267,EMP-103
EMP-W-2166,Levi Lopez,Laborer,2013-04-27,46504,EMP-129
EMP-W-2167,Jenna Bryant,Supervisor,2022-03-30,106233,EMP-112
EMP-W-2168,Michelle Rodriguez,Supervisor,2012-03-22,94431,EMP-129
EMP-W-2169,Timothy Monroe,Office,11/08/2001,54588,EMP-107
EMP-W-2170,Patricia Hayes,Warehouse,02/21/2023,55455,EMP-123
EMP-W-2171,Tina Taylor,Construction,2002-08-02,41314,EMP-111
EMP-W-2172,Mr. Anthony Mcconnell PhD,Supervisor,2003-03-23,28000,EMP-122
EMP-W-2173,Mr. Thomas Thompson,Welder,2017-03-05,59896,EMP-105
EMP-W-2174,Monica Anderson,Laborer,2011-09-22,44038,EMP-124
EMP-W-2175,Kyle Andrade,Machinist,2022-04-14,60472,EMP-136
EMP-W-2176,Janice Petty,Warehouse,2014-11-24,33196,EMP-114
EMP-W-2177,Pamela Hill,Welder,2015-03-28,48284,EMP-126
EMP-W-2178,Tracy Chavez,Laborer,2001-06-27,64675,EMP-100
EMP-W-2179,Jason Graves,Machinist,2003-03-31,68591,EMP-111
EMP-W-2180,Elizabeth Miles,Warehouse,2024-02-18,69514,EMP-116
EMP-W-2181,Michelle Walls,Welder,2010-10-23,38231,EMP-127
EMP-W-2182,Christina Weber,Supervisor,08/16/2007,77384,EMP-129
EMP-W-2183,Gregory Chambers,Warehouse,17-MAR-2013,47596,EMP-129
EMP-W-2184,Miss Tina Gordon,Office,2010-12-16,73391,EMP-137
EMP-W-2185,Erica Wilson,Laborer,2019-12-03,61808,EMP-132
EMP-W-2186,John Duncan,Welder,2007-09-22,37225,EMP-119
EMP-W-2187,Jennifer Adkins,Construction,2019-08-30,56308,EMP-104
EMP-W-2188,Donna Boone,Welder,2009-06-05,68576,EMP-120
EMP-W-2189,Kelly Johnson,Welder,2012-02-03,73033,EMP-119
EMP-W-2190,Michael Gonzalez,Machinist,01/23/2016,59462,EMP-133
EMP-W-2191,Candace Mitchell,Laborer,2013-09-24,89572,EMP-138
EMP-W-2192,Ryan Vaughn,Supervisor,2006-05-21,80135,EMP-108
EMP-W-2193,Paul Johnson,Construction,2023-05-15,57380,EMP-118
EMP-W-2194,Ashley Parrish,Office,2012-11-15,75502,EMP-125
EMP-W-2195,Sharon Newton,Laborer,04-FEB-2007,96808,EMP-137
EMP-W-2196,Cynthia Mueller,Supervisor,29-DEC-2015,97288,EMP-114
EMP-W-2197,Donna Beck,Construction,07/12/2000,39896,EMP-122
EMP-W-2198,Jasmine Frye,Welder,2001-10-03,45322,EMP-110
EMP-W-2199,Emily Arnold,Welder,05/21/2016,88728,EMP-106
EMP-W-2200,David Oliver,Machinist,2003-05-24,42950,EMP-116
EMP-W-2201,Sheila Greer,Supervisor,2016-04-19,38194,EMP-105
EMP-W-2202,Michele Holland,Supervisor,2014-07-17,53248,EMP-114
EMP-W-2203,Kimberly Morrison,Office,2010-09-26,69564,EMP-121
EMP-W-2204,Tracey Phillips,Welder,2007-11-03,60156,EMP-137
EMP-W-2205,Michael Lopez,Construction,04/28/2011,50289,EMP-107
EMP-W-2206,Jose Bennett,Laborer,2003-05-28,49864,EMP-137
EMP-W-2207,Justin Anderson,Construction,2021-04-26,49177,EMP-112
EMP-W-2208,Dawn Rivera,Driver,01/23/2002,46168,EMP-124
EMP-W-2209,Brittney Hernandez,Welder,29-SEP-2000,103069,EMP-126
EMP-W-2210,Anthony Randolph,Machinist,2022-02-01,67355,EMP-108
EMP-W-2211,Mary Henry,Supervisor,2015-07-12,77961,EMP-126
EMP-W-2212,Heather Bowers,Machinist,27-DEC-2003,53196,EMP-120
EMP-W-2213,Daniel White,Driver,2016-06-03,58652,EMP-131
EMP-W-2214,Jonathan Perry,Machinist ,2009-08-04,49156,EMP-120
EMP-W-2215,Anna Walker,Laborer,2021-11-28,28000,EMP-128
EMP-W-2216,Gary Ward,Warehouse,03/29/2012,37195,EMP-110
EMP-W-2217,Paul Moreno,Construction,28-MAY-2017,29408,EMP-105
EMP-W-2218,Samantha Zavala MD,Office,2018-09-15,28000,EMP-127
EMP-W-2219,Jill Conway,Office,2006-06-01,40483,EMP-130
EMP-W-2220,Lisa Haley,Laborer,26-APR-2007,85849,EMP-102
EMP-W-2221,Erica Moon,Warehouse,2000-07-26,61200,EMP-123
EMP-W-2222,Janice Fernandez,supervisor,2023-11-18,85230,EMP-133
EMP-W-2223,Thomas Short,Laborer,12/18/2015,69397,EMP-100
EMP-W-2224,Robert Griffin,Warehouse,2013-05-08,76086,EMP-122
EMP-W-2225,Steven Lee,Machinist,2010-07-06,45783,EMP-106
EMP-W-2226,Tiffany Jackson,Welder,2007-04-22,71431,EMP-110
EMP-W-2227,Kimberly Smith,Laborer,01-AUG-2021,75116,EMP-119
EMP-W-2228,Michael Ayala,Construction,2011-06-20,51620,EMP-133
EMP-W-2229,Jessica Garcia,Supervisor,12/31/2000,72071,EMP-127
EMP-W-2230,Michele Cherry,Supervisor,2018-07-05,72191,EMP-131
EMP-W-2231,Maria Case,Warehouse,2008-05-25,52108,EMP-110
EMP-W-2232,Brittany Stevens,Laborer,01-JUN-2006,41790,EMP-114
EMP-W-2233,Brandon Brown,Machinist,2014-06-13,40685,EMP-113
EMP-W-2234,Kristin Andrews,Machinist,07/12/2023,63557,EMP-107
EMP-W-2235,David Hughes,Laborer,2008-01-25,67886,EMP-124
EMP-W-2236,Jessica Smith,Laborer,2013-01-14,47734,EMP-138
EMP-W-2237,Kimberly May,Driver,05/12/2022,62478,EMP-101
EMP-W-2238,Nicole Richards,Driver,2022-05-07,72269,EMP-126
EMP-W-2239,Angel Reilly,Office,07/31/2004,73127,EMP-107
EMP-W-2240,Richard Turner,Construction,2013-03-05,89933,EMP-109
EMP-W-2241,Preston Kim,Laborer,2015-04-18,84985,EMP-119
EMP-W-2242,Matthew Wells,Driver,08/19/2005,43976,EMP-133
EMP-W-2243,Brandy Myers,Machinist,2012-05-26,92304,EMP-126
EMP-W-2244,Kimberly Choi,Driver,2019-10-22,52442,EMP-118
EMP-W-2245,Michael Sloan,Driver,05/26/2019,80807,EMP-131
EMP-W-2246,Monica Brooks,Warehouse,2015-08-08,63223,EMP-116
EMP-W-2247,Kristen Peters,Warehouse,2001-01-16,54581,EMP-122
EMP-W-2248,Aaron Carlson,Welder,2006-02-17,29461,EMP-110
EMP-W-2249,Theresa Torres,Construction,2022-09-29,58911,EMP-113
EMP-W-2250,Stephanie Cooper,Supervisor,13-DEC-2002,33931,EMP-115
EMP-W-2251,Matthew Hunt,Laborer,2024-05-22,79411,EMP-105
EMP-W-2252,Daniel Davenport,Construction,2019-07-23,89302,EMP-109
EMP-W-2253,Christopher Marsh,Driver,06/21/2020,47655,EMP-106
EMP-W-2254,Sarah Randolph,Warehouse,12-JAN-2013,67435,EMP-129
EMP-W-2255,Julia Dunn MD,Welder,26-MAR-2011,48942,EMP-129
EMP-W-2256,Brett Swanson,Driver,2022-04-07,50687,EMP-111
EMP-W-2257,Mr. Carl Rios,Welder,09/28/2022,75940,EMP-123
EMP-W-2258,Manuel Mccullough,Office,2010-06-26,61306,EMP-107
EMP-W-2259,Jerry Jensen,Laborer,04/01/2020,93313,EMP-100
EMP-W-2260,Kevin Cunningham,Machinist,2018-04-21,53319,EMP-121
EMP-W-2261,Eugene Patterson,Construction,2008-06-22,79988,EMP-139
EMP-W-2262,David Walker,Driver,2012-06-23,63753,EMP-123
EMP-W-2263,Jessica Larsen,Machinist,2009-02-19,76324,EMP-107
EMP-W-2264,Nicholas Humphrey,Office,2006-07-14,53951,EMP-129
EMP-W-2265,Ian Torres,Office,2012-04-26,61107,EMP-130
EMP-W-2266,Casey Obrien,Machinist,08/05/2005,59921,EMP-107
EMP-W-2267,Shannon Taylor,Laborer,07/26/2018,46950,EMP-110
EMP-W-2268,Deborah Mercado,Office,2019-11-10,73917,EMP-137
EMP-W-2269,Bernard Smith,Construction,11/10/2002,73704,EMP-111
EMP-W-2270,Amanda Perkins,Supervisor,06/24/2007,72683,EMP-139
EMP-W-2271,Kevin Escobar,Machinist,21-MAR-2023,89665,EMP-130
EMP-W-2272,Kimberly Lutz,Driver,2002-08-13,88088,EMP-126
EMP-W-2273,Reginald Diaz,Laborer,2004-09-28,55250,EMP-104
EMP-W-2274,Raymond Quinn,Supervisor,2012-10-10,68714,EMP-100
EMP-W-2275,John Dixon,Warehouse,2000-12-20,50775,EMP-121
EMP-W-2276,Jonathan Bates,Driver,24-MAR-2001,62420,EMP-127
EMP-W-2277,Renee Mendez,Construction,2013-05-12,51204,EMP-122
EMP-W-2278,Jose Griffin,Machinist,2007-04-01,91161,EMP-135
EMP-W-2279,Travis Hopkins,Laborer,23-JAN-2022,68546,EMP-110
EMP-W-2280,Nancy Webb,Construction,2001-10-31,58075,EMP-131
EMP-W-2281,Daniel Freeman,Driver,2017-02-03,83485,EMP-131
EMP-W-2282,Jacob Williams,Warehouse,2010-02-16,28000,EMP-121
EMP-W-2283,Terry Ward,Laborer,2012-01-13,28000,EMP-132
EMP-W-2284,Jesse Williams,Office,10-JUL-2014,76325,EMP-125
EMP-W-2285,Mrs. Michele Boyd,Driver,2013-12-20,63088,EMP-129
EMP-W-2286,Sandy Baker,Construction,2004-08-02,66508,EMP-105
EMP-W-2287,Carrie Valdez,Construction,2002-02-25,38124,EMP-120
EMP-W-2288,Matthew Houston,Construction,03/10/2019,61581,EMP-101
EMP-W-2289,Jamie Solomon,Office,11/28/2019,98063,EMP-126
EMP-W-2290,Heather Parrish,Laborer,2022-11-26,76835,EMP-105
EMP-W-2291,Mr. Larry Shaw,Warehouse,2010-11-06,65054,EMP-129
EMP-W-2292,Christopher Jones,Supervisor,2009-03-22,54097,EMP-103
EMP-W-2293,Christine Lopez,Construction,2014-07-06,54897,EMP-121
EMP-W-2294,Mitchell Wilson,Supervisor,2003-04-16,28000,EMP-128
EMP-W-2295,Robert Cortez,Driver,2019-05-25,66637,EMP-114
EMP-W-2296,Mr. Daniel Martin,Supervisor,2024-05-31,77218,EMP-122
EMP-W-2297,Alison Williams,Supervisor,2011-06-01,33638,EMP-106
EMP-W-2298,Candace Soto,Machinist,2022-06-16,50094,EMP-131
EMP-W-2299,Kenneth Brown,Office,2018-03-18,41165,EMP-106
EMP-W-2300,Christopher Mullen,Warehouse,2013-02-07,44623,EMP-112
EMP-W-2301,Kristy Smith,Office,2019-02-04,62962,EMP-113
EMP-W-2302,Mary Campbell,Warehouse,2004-01-04,28000,EMP-121
EMP-W-2303,Jerry Haney,Office,05-SEP-2019,73056,EMP-102
EMP-W-2304,Carolyn Greer,Construction,2018-12-26,75569,EMP-129
EMP-W-2305,Rebecca Hoover,Machinist,2001-11-23,57480,EMP-131
EMP-W-2306,Matthew Baker,Laborer,2024-04-25,28000,EMP-135
EMP-W-2307,Grace Chavez,Construction,2005-02-04,44064,EMP-132
EMP-W-2308,Crystal Cruz,Machinist,2016-07-24,84192,EMP-108
EMP-W-2309,Dale Heath,Office,2019-11-13,28000,EMP-138
EMP-W-2310,Jennifer Hernandez,Office,2010-01-27,55744,EMP-126
EMP-W-2311,John Mendez,Welder,2013-05-17,40759,EMP-125
EMP-W-2312,Richard Gordon,Welder,2009-02-17,76482,EMP-128
EMP-W-2313,John Anderson,Machinist,2018-07-12,49847,EMP-126
EMP-W-2314,Samantha Prince,Welder,2001-07-13,69271,EMP-135
EMP-W-2315,Marie Boyd,Warehouse,2010-06-06,72178,EMP-112
EMP-W-2316,Andrew Moreno,Welder,2015-02-08,95052,EMP-122
EMP-W-2317,Robert Clarke,Machinist,2018-07-24,58347,EMP-132
EMP-W-2318,Kevin Figueroa,Supervisor,2000-03-05,68768,EMP-107
EMP-W-2319,Melissa Davis,Construction,16-SEP-2008,35269,EMP-137
EMP-W-2320,John Hall,Welder,2005-10-14,83427,EMP-127
EMP-W-2321,Diane Mcdowell,Driver,2023-12-09,48310,EMP-101
EMP-W-2322,Colin Fletcher,Machinist,2007-06-05,51906,EMP-103
EMP-W-2323,Laura Wilson,Warehouse,21-DEC-2021,61599,EMP-117
EMP-W-2324,Matthew Watts,Welder,2017-04-17,33868,EMP-116
EMP-W-2325,Jack Moore,Laborer,2017-12-10,66117,EMP-118
EMP-W-2326,Dawn Wyatt,Laborer,2015-05-12,79414,EMP-122
EMP-W-2327,Jacob Hill,Driver,17-MAR-2004,67272,EMP-139
EMP-W-2328,Nicole Gutierrez,Office,13-JUN-2014,33399,EMP-115
EMP-W-2329,Karen Wood,Welder,08/05/2001,59771,EMP-103
EMP-W-2330,Dawn Parker,Office,2007-05-25,75356,EMP-126
EMP-W-2331,Michael Fitzgerald,Laborer,2010-06-27,28196,EMP-100
EMP-W-2332,Mary Adkins,Warehouse,2013-03-28,42654,EMP-139
EMP-W-2333,Michael Martin,Warehouse,08/20/2004,77777,EMP-123
EMP-W-2334,James Morgan,Warehouse,2015-09-13,66861,EMP-118
EMP-W-2335,Melissa Mann,Machinist,2004-05-18,69415,EMP-104
EMP-W-2336,Vincent Smith,Machinist,15-FEB-2016,95470,EMP-132
EMP-W-2337,Charles Frost,Office,2019-02-27,70433,EMP-102
EMP-W-2338,Austin Walker,Welder,2005-04-16,73841,EMP-135
EMP-W-2339,Andrew Cruz,Machinist ,2012-08-28,110793,EMP-110
EMP-W-2340,Miss Kelly Dawson,Laborer,2013-01-26,58151,EMP-121
EMP-W-2341,Theresa Wilkins,Machinist,2003-08-05,47638,EMP-102
EMP-W-2342,Jessica Harris,Supervisor,2017-08-13,69700,EMP-138
EMP-W-2343,Regina Mitchell,Welder,2022-03-25,69901,EMP-131
EMP-W-2344,Kyle Black,Driver,2008-06-13,52519,EMP-120
EMP-W-2345,Christopher Johnson,Warehouse,10-DEC-2000,43416,EMP-111
EMP-W-2346,Aaron Moore,Driver,2001-02-27,103577,EMP-132
EMP-W-2347,Penny Gomez MD,Office,2017-05-12,67883,EMP-134
EMP-W-2348,Kelly Mclaughlin,Office,2000-06-03,48818,EMP-105
EMP-W-2349,Brandon Mitchell,Warehouse,02-NOV-2008,78486,EMP-113
EMP-W-2350,Suzanne Bailey,Supervisor,08/16/2009,60035,EMP-123
EMP-W-2351,Destiny Obrien,Warehouse,2011-05-06,57448,EMP-139
EMP-W-2352,Timothy Andrews,Construction ,2000-09-18,72120,EMP-135
EMP-W-2353,Jason Rodriguez,Driver,2024-02-12,38746,EMP-122
EMP-W-2354,Edward Arroyo,Warehouse,2004-07-09,68347,EMP-139
EMP-W-2355,Tina Walter,Laborer,07/29/2013,96433,EMP-120
EMP-W-2356,Laura Benson,Driver,2007-05-28,70391,EMP-124
EMP-W-2357,Kristine Carrillo,Welder,2013-01-01,55228,EMP-101
EMP-W-2358,Tonya Ellis,Supervisor,04/29/2001,52872,EMP-132
EMP-W-2359,Kevin Johnson,Construction,09-SEP-2001,54613,EMP-131
EMP-W-2360,Austin Schultz,Welder,18-JUL-2022,57428,EMP-112
EMP-W-2361,Megan Hall MD,Driver,02/21/2010,55199,EMP-106
EMP-W-2362,Kelli Smith,Laborer,01/01/2017,78493,EMP-104
EMP-W-2363,Danielle Davis,Warehouse,2015-01-21,30802,EMP-127
EMP-W-2364,Samantha Jones,Warehouse,2019-11-07,77516,EMP-134
EMP-W-2365,Karen Gomez,Driver,2004-12-27,55165,EMP-109
EMP-W-2366,Debra Valentine,Construction,2023-06-12,68785,EMP-121
EMP-W-2367,Susan Porter,Driver,2022-10-24,41714,EMP-104
EMP-W-2368,Nicolas Salas,Machinist,01/28/2022,85915,EMP-116
EMP-W-2369,Dale Wright,Warehouse,05/08/2021,84421,EMP-116
EMP-W-2370,Brittney Rodriguez,Office,2006-03-24,79272,EMP-128
EMP-W-2371,Megan Alvarado,office,15-MAY-2006,34734,EMP-120
EMP-W-2372,Pamela Weaver,Office,2023-10-03,76924,EMP-107
EMP-W-2373,John Oliver,Laborer,09-JUL-2000,69287,EMP-139
EMP-W-2374,William Prince PhD,Laborer,2021-09-03,33105,EMP-104
EMP-W-2375,William Moon IV,Driver,06/19/2008,61562,EMP-118
EMP-W-2376,Kenneth Brown,Driver,2010-12-29,68561,EMP-118
EMP-W-2377,Karen Fernandez,Office,11/17/2004,72009,EMP-125
EMP-W-2378,Jennifer Parks,Construction,2023-02-17,65190,EMP-110
EMP-W-2379,William Wolfe,Warehouse,07/31/2000,67242,EMP-108
EMP-W-2380,Michael Smith,Welder,2006-12-21,88525,EMP-109
EMP-W-2381,Kevin Nguyen,Supervisor,2011-02-21,84068,EMP-100
EMP-W-2382,Debbie Dunn,Driver,2018-03-03,28000,EMP-102
EMP-W-2383,John Austin,Office,2024-04-14,56286,EMP-134
EMP-W-2384,Jonathan Clark,Welder,2020-09-10,59036,EMP-113
EMP-W-2385,Jacqueline Dickerson,Warehouse,2009-02-01,30462,EMP-126
EMP-W-2386,Christopher Anderson,Machinist,2001-07-09,63695,EMP-110
EMP-W-2387,Crystal Garcia,Warehouse,2016-04-04,84477,EMP-139
EMP-W-2388,David Reynolds,warehouse,2013-03-05,42441,EMP-107
EMP-W-2389,Charles Haley,Laborer,2016-05-17,68055,EMP-135
EMP-W-2390,Robert Thompson,Driver,2003-10-27,45515,EMP-118
EMP-W-2391,Dr. Samuel Holmes DDS,Welder,2021-06-28,49905,EMP-106
EMP-W-2392,Elizabeth Hart,Construction,08/28/2015,88593,EMP-121
EMP-W-2393,Jennifer Vaughn,Machinist,06/28/2008,52233,EMP-115
EMP-W-2394,Robert Woods,welder,2020-01-09,70319,EMP-139
EMP-W-2395,Joanna Cook,Warehouse,2021-05-19,28318,EMP-120
EMP-W-2396,Justin Frederick,construction,2002-09-19,95521,EMP-121
EMP-W-2397,Alejandro Martinez,Machinist,2010-10-19,72847,EMP-136
EMP-W-2398,Tracey Gonzalez,Supervisor,29-FEB-2008,58715,EMP-127
EMP-W-2399,Mariah Thompson,Laborer,2016-12-12,72359,EMP-120
EMP-W-2400,Heather Nunez,Warehouse,2013-06-20,36623,EMP-127
EMP-W-2401,Dr. Steve James,Supervisor,2012-02-06,83285,EMP-108
EMP-W-2402,Mark Thomas,Construction,21-AUG-2009,56168,EMP-129
EMP-W-2403,Robert Rogers,Supervisor,14-JUL-2004,58326,EMP-119
EMP-W-2404,Laura Sweeney,Driver,2002-09-01,53150,EMP-111
EMP-W-2405,Christopher Perez,Welder,2020-10-31,51548,EMP-108
EMP-W-2406,Eddie Adams,Warehouse,08-MAY-2000,74504,EMP-116
EMP-W-2407,Denise Wallace,Driver,01/30/2021,66606,EMP-101
EMP-W-2408,Heidi Matthews,Laborer,2001-10-05,73731,EMP-137
EMP-W-2409,Jennifer White,Warehouse,05/04/2006,61841,EMP-102
EMP-W-2410,Nicholas Stanley,Construction ,2012-10-27,71237,EMP-109
EMP-W-2411,Mercedes Miller,Office,2008-02-07,54460,EMP-114
EMP-W-2412,Brian Brown,Machinist,2011-06-17,102135,EMP-129
EMP-W-2413,Kimberly Johnson,Driver,2002-01-12,33777,EMP-125
EMP-W-2414,Phillip Miller,Laborer,2008-03-10,84696,EMP-115
EMP-W-2415,Christopher Pena,Machinist,2017-01-26,86622,EMP-128
EMP-W-2416,Ellen Wright,Machinist,2017-05-15,46661,EMP-136
EMP-W-2417,Mark Anderson,Construction,2017-12-14,102126,EMP-122
EMP-W-2418,Alyssa Alvarado,Warehouse,12-SEP-2022,79918,EMP-131
EMP-W-2419,Erika Alvarez,Driver,02/12/2014,79480,EMP-116
EMP-W-2420,Kimberly Nelson,Warehouse,12/10/2007,62504,EMP-102
EMP-W-2421,Wayne Wolfe,Supervisor,28-MAR-2015,58089,EMP-124
EMP-W-2422,Kyle Welch,Construction,2003-06-11,58230,EMP-102
EMP-W-2423,Kristy Mills,Supervisor,2022-09-21,69029,EMP-106
EMP-W-2424,Emily Reed,Welder,2001-02-14,87221,EMP-116
EMP-W-2425,Regina Ramos,Machinist,2000-02-04,65263,EMP-124
EMP-W-2426,David Torres,Supervisor,14-JUL-2007,45594,EMP-137
EMP-W-2427,Robert Charles,Welder,01/07/2021,76839,EMP-124
EMP-W-2428,John Smith,Office,07/07/2014,78580,EMP-122
EMP-W-2429,Theresa Woods,Construction,2009-01-12,73783,EMP-130
EMP-W-2430,Jeffrey Carter,Machinist,2024-03-19,75418,EMP-128
